club_seed_id,country,state_province_code,state_province_name,club_name,club_type,size_tier,generation_method
3575,US,WI,Wisconsin,Madison Rally Racquet & Paddle Club,Private Athletic Club,Tiny,ai_seed_template_v1
3576,US,WI,Wisconsin,Milwaukee Pickleball Community,Indoor Facility Club,Tiny,ai_seed_template_v1
3577,US,WI,Wisconsin,Milwaukee Dink Paddle Club,Public Park Club,Small,ai_seed_template_v1
3578,US,WI,Wisconsin,Northwoods Dink Racquet & Paddle Club,Community Recreation Club,Medium,ai_seed_template_v1
3579,US,WI,Wisconsin,Madison Paddle Center,Retirement Community Club,Medium,ai_seed_template_v1
3580,US,WI,Wisconsin,Milwaukee Paddle Society,Private Athletic Club,Small,ai_seed_template_v1
3581,US,WI,Wisconsin,Victory Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
3582,US,WI,Wisconsin,Cornerstone Pickleball Club,Public Park Club,Tiny,ai_seed_template_v1
3583,US,WI,Wisconsin,Heritage Baseline Rec Club,Tournament Club,Small,ai_seed_template_v1
3584,US,WI,Wisconsin,Madison Court Collective,Community Recreation Club,Medium,ai_seed_template_v1
3585,US,WI,Wisconsin,Northwoods Pickleball Community,Retirement Community Club,Tiny,ai_seed_template_v1
3586,US,WI,Wisconsin,Four Corners Kitchen League,Competitive Training Club,Medium,ai_seed_template_v1
3587,US,WI,Wisconsin,Metro Rally Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
3588,US,WY,Wyoming,Cowboy State Rally Collective,League Organization,Medium,ai_seed_template_v1
3589,US,WY,Wyoming,Teton Rally Racquet & Paddle Club,Community Recreation Club,Medium,ai_seed_template_v1
3590,US,WY,Wyoming,Cowboy State Court Crew,Social Club,Tiny,ai_seed_template_v1
3591,US,WY,Wyoming,Classic Rec Club,Private Athletic Club,Tiny,ai_seed_template_v1
3592,CA,AB,Alberta,Edmonton Society,Community Recreation Club,Small,ai_seed_template_v1
3593,CA,AB,Alberta,Edmonton Rally League,Retirement Community Club,Small,ai_seed_template_v1
3594,CA,AB,Alberta,Open Play Pickleball Club,Community Recreation Club,Medium,ai_seed_template_v1
3595,CA,AB,Alberta,True North Crew,Competitive Training Club,Medium,ai_seed_template_v1
3596,CA,AB,Alberta,Civic Rally Crew,League Organization,Small,ai_seed_template_v1
3597,CA,AB,Alberta,True North Net Athletic Club,Tournament Club,Small,ai_seed_template_v1
3598,CA,AB,Alberta,Edmonton Dink Collective,Community Recreation Club,Small,ai_seed_template_v1
3599,CA,AB,Alberta,Prairie Sky Rally Pickleball Club,Indoor Facility Club,Tiny,ai_seed_template_v1
3600,CA,AB,Alberta,Prairie Sky Rally Society,Public Park Club,Tiny,ai_seed_template_v1
3601,CA,AB,Alberta,Wild Rose Court Pickleball Club,League Organization,Small,ai_seed_template_v1
3602,CA,AB,Alberta,Rocky Foothills Pickleball League,Retirement Community Club,Small,ai_seed_template_v1
3603,CA,AB,Alberta,Wild Rose Paddle Rec Club,Community Recreation Club,Tiny,ai_seed_template_v1
3604,CA,AB,Alberta,Heritage Pickleball League,Private Athletic Club,Small,ai_seed_template_v1
3605,CA,AB,Alberta,Match Point Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
3606,CA,AB,Alberta,Uptown Pickleball League,Tournament Club,Small,ai_seed_template_v1
3607,CA,AB,Alberta,Wild Rose Rally Rec Club,Community Recreation Club,Small,ai_seed_template_v1
3608,CA,AB,Alberta,Rocky Foothills Drop Shot Club,Indoor Facility Club,Tiny,ai_seed_template_v1
3609,CA,AB,Alberta,Wild Rose Dink Athletic Club,Social Club,Tiny,ai_seed_template_v1
3610,CA,AB,Alberta,Courtyard Dink Rec Club,Public Park Club,Small,ai_seed_template_v1
3611,CA,AB,Alberta,Southside Paddle Pickleball Club,Private Athletic Club,Small,ai_seed_template_v1
3612,CA,AB,Alberta,Edmonton Paddle Community,Tournament Club,Tiny,ai_seed_template_v1
3613,CA,AB,Alberta,Prairie Sky Dink Collective,Social Club,Large,ai_seed_template_v1
3614,CA,AB,Alberta,Wild Rose Rally Pickleball Club,Community Recreation Club,Small,ai_seed_template_v1
3615,CA,AB,Alberta,Edmonton Dink Academy,Social Club,Medium,ai_seed_template_v1
3616,CA,AB,Alberta,Rocky Foothills Dink Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
3617,CA,AB,Alberta,Rocky Foothills Rally League,Social Club,Medium,ai_seed_template_v1
3618,CA,AB,Alberta,Edmonton Rally Society,League Organization,Medium,ai_seed_template_v1
3619,CA,AB,Alberta,Edmonton Court Athletic Club,Public Park Club,Medium,ai_seed_template_v1
3620,CA,AB,Alberta,Calgary Drop Shot Association,Private Athletic Club,Tiny,ai_seed_template_v1
3621,CA,AB,Alberta,Downtown Pickleball Crew,Social Club,Small,ai_seed_template_v1
3622,CA,AB,Alberta,Calgary Pickleball Club,Indoor Facility Club,Small,ai_seed_template_v1
3623,CA,AB,Alberta,Prairie Sky Dink Athletic Club,Community Recreation Club,Small,ai_seed_template_v1
3624,CA,AB,Alberta,Active Life Paddle Racquet & Paddle Club,Competitive Training Club,Small,ai_seed_template_v1
3625,CA,AB,Alberta,Edmonton Rally Community,Public Park Club,Small,ai_seed_template_v1
3626,CA,AB,Alberta,Highland Drop Shot Club,Tournament Club,Medium,ai_seed_template_v1
3627,CA,AB,Alberta,Rocky Foothills Pickleball Club,Tournament Club,Small,ai_seed_template_v1
3628,CA,AB,Alberta,Rocky Foothills Pickleball Society,Retirement Community Club,Medium,ai_seed_template_v1
3629,CA,AB,Alberta,Calgary Court Collective,Public Park Club,Small,ai_seed_template_v1
3630,CA,AB,Alberta,Next Point Pickleball Club,Retirement Community Club,Large,ai_seed_template_v1
3631,CA,AB,Alberta,Baseline Pickleball Club,Indoor Facility Club,Tiny,ai_seed_template_v1
3632,CA,AB,Alberta,Rocky Foothills Paddle Academy,Retirement Community Club,Small,ai_seed_template_v1
3633,CA,AB,Alberta,Prime Time Dink Association,Social Club,Medium,ai_seed_template_v1
3634,CA,AB,Alberta,Prairie Sky Pickleball Association,Public Park Club,Tiny,ai_seed_template_v1
3635,CA,AB,Alberta,Highland Paddle Crew,Social Club,Medium,ai_seed_template_v1
3636,CA,AB,Alberta,Southside Rally Crew,Tournament Club,Small,ai_seed_template_v1
3637,CA,AB,Alberta,Edmonton Court Academy,Public Park Club,Tiny,ai_seed_template_v1
3638,CA,AB,Alberta,Rocky Foothills Rec Club,Private Athletic Club,Tiny,ai_seed_template_v1
3639,CA,AB,Alberta,Wild Rose Paddle Community,Public Park Club,Small,ai_seed_template_v1
3640,CA,BC,British Columbia,Prime Time Net League,Social Club,Tiny,ai_seed_template_v1
3641,CA,BC,British Columbia,Fraser Valley Kitchen Community,Private Athletic Club,Large,ai_seed_template_v1
3642,CA,BC,British Columbia,Vancouver Dink Academy,Retirement Community Club,Tiny,ai_seed_template_v1
3643,CA,BC,British Columbia,Okanagan Pickleball Community,Retirement Community Club,Medium,ai_seed_template_v1
3644,CA,BC,British Columbia,Pioneer Dink Rec Club,Indoor Facility Club,Medium,ai_seed_template_v1
3645,CA,BC,British Columbia,True North Pickleball Club,Tournament Club,Tiny,ai_seed_template_v1
3646,CA,BC,British Columbia,Pacific Coast Academy,Community Recreation Club,Medium,ai_seed_template_v1
3647,CA,BC,British Columbia,Cornerstone Pickleball Club,Private Athletic Club,Small,ai_seed_template_v1
3648,CA,BC,British Columbia,Golden Paddle Athletic Club,Community Recreation Club,Tiny,ai_seed_template_v1
3649,CA,BC,British Columbia,Pacific Coast Court Athletic Club,Tournament Club,Medium,ai_seed_template_v1
3650,CA,BC,British Columbia,Southside Club,Retirement Community Club,Small,ai_seed_template_v1
3651,CA,BC,British Columbia,Next Point Club,Tournament Club,Small,ai_seed_template_v1
3652,CA,BC,British Columbia,Coastal Mountain Dink Athletic Club,Tournament Club,Small,ai_seed_template_v1
3653,CA,BC,British Columbia,Island Pickleball League,Community Recreation Club,Medium,ai_seed_template_v1
3654,CA,BC,British Columbia,Courtyard Kitchen Crew,Private Athletic Club,Small,ai_seed_template_v1
3655,CA,BC,British Columbia,Home Court Club,Public Park Club,Medium,ai_seed_template_v1
3656,CA,BC,British Columbia,Baseline Pickleball Club,Tournament Club,Small,ai_seed_template_v1
3657,CA,BC,British Columbia,Island Dink Rec Club,Tournament Club,Medium,ai_seed_template_v1
3658,CA,BC,British Columbia,Fraser Valley Pickleball Club,Retirement Community Club,Medium,ai_seed_template_v1
3659,CA,BC,British Columbia,Vancouver Pickleball Rec Club,League Organization,Medium,ai_seed_template_v1
3660,CA,BC,British Columbia,Coastal Mountain Side Out Club,Tournament Club,Small,ai_seed_template_v1
3661,CA,BC,British Columbia,Pacific Coast Dink Crew,Public Park Club,Tiny,ai_seed_template_v1
3662,CA,BC,British Columbia,Okanagan Paddle Academy,Competitive Training Club,Small,ai_seed_template_v1
3663,CA,BC,British Columbia,Baseline Academy,Tournament Club,Tiny,ai_seed_template_v1
3664,CA,BC,British Columbia,Coastal Mountain Rally Society,Public Park Club,Small,ai_seed_template_v1
3665,CA,BC,British Columbia,Pacific Coast Paddle Center,League Organization,Tiny,ai_seed_template_v1
3666,CA,BC,British Columbia,Vancouver Court Club,Tournament Club,Medium,ai_seed_template_v1
3667,CA,BC,British Columbia,Island Serve Athletic Club,Public Park Club,Tiny,ai_seed_template_v1
3668,CA,BC,British Columbia,Valley Rally Community,League Organization,Small,ai_seed_template_v1
3669,CA,BC,British Columbia,Ace Point Pickleball Club,Indoor Facility Club,Medium,ai_seed_template_v1
3670,CA,BC,British Columbia,Vancouver Paddle Club,Public Park Club,Small,ai_seed_template_v1
3671,CA,BC,British Columbia,Next Point Pickleball Club,Private Athletic Club,Small,ai_seed_template_v1
3672,CA,BC,British Columbia,Active Life Pickleball Club,Social Club,Small,ai_seed_template_v1
3673,CA,BC,British Columbia,Okanagan Dink Paddle Club,Private Athletic Club,Small,ai_seed_template_v1
3674,CA,BC,British Columbia,Vancouver Rally Rec Club,Tournament Club,Tiny,ai_seed_template_v1
3675,CA,BC,British Columbia,Island Dink Racquet & Paddle Club,Tournament Club,Tiny,ai_seed_template_v1
3676,CA,BC,British Columbia,Civic Drop Shot Society,Tournament Club,Small,ai_seed_template_v1
3677,CA,BC,British Columbia,Okanagan Paddle Collective,Tournament Club,Small,ai_seed_template_v1
3678,CA,BC,British Columbia,Fraser Valley Court Society,Retirement Community Club,Small,ai_seed_template_v1
3679,CA,BC,British Columbia,Fraser Valley Court Collective,Tournament Club,Medium,ai_seed_template_v1
3680,CA,BC,British Columbia,Coastal Mountain Paddle Crew,Public Park Club,Tiny,ai_seed_template_v1
3681,CA,BC,British Columbia,Fraser Valley Association,Tournament Club,Small,ai_seed_template_v1
3682,CA,BC,British Columbia,All-Court Pickleball Club,Public Park Club,Small,ai_seed_template_v1
3683,CA,BC,British Columbia,Pacific Coast Club,Tournament Club,Tiny,ai_seed_template_v1
3684,CA,BC,British Columbia,Pacific Coast Pickleball Paddle Club,Tournament Club,Tiny,ai_seed_template_v1
3685,CA,BC,British Columbia,Open Play Lob Academy,Community Recreation Club,Tiny,ai_seed_template_v1
3686,CA,BC,British Columbia,Island Court Association,Competitive Training Club,Small,ai_seed_template_v1
3687,CA,BC,British Columbia,Pacific Coast Dink Pickleball Club,Social Club,Small,ai_seed_template_v1
3688,CA,BC,British Columbia,Pacific Coast Court Pickleball Club,Community Recreation Club,Medium,ai_seed_template_v1
3689,CA,BC,British Columbia,Riverside Rally Society,Tournament Club,Tiny,ai_seed_template_v1
3690,CA,BC,British Columbia,Sunset Court Association,Indoor Facility Club,Tiny,ai_seed_template_v1
3691,CA,BC,British Columbia,Okanagan Paddle Community,Tournament Club,Small,ai_seed_template_v1
3692,CA,BC,British Columbia,Riverside Pickleball Club,Indoor Facility Club,Tiny,ai_seed_template_v1
3693,CA,BC,British Columbia,Island Pickleball Society,League Organization,Small,ai_seed_template_v1
3694,CA,BC,British Columbia,Match Point Dink Athletic Club,Indoor Facility Club,Medium,ai_seed_template_v1
3695,CA,BC,British Columbia,Baseline Center,League Organization,Tiny,ai_seed_template_v1
3696,CA,BC,British Columbia,Victory Society,Competitive Training Club,Tiny,ai_seed_template_v1
3697,CA,BC,British Columbia,Heritage Dink Rec Club,Tournament Club,Large,ai_seed_template_v1
3698,CA,BC,British Columbia,Fraser Valley Baseline Collective,Indoor Facility Club,Small,ai_seed_template_v1
3699,CA,BC,British Columbia,Fraser Valley Center,League Organization,Tiny,ai_seed_template_v1
3700,CA,BC,British Columbia,Cornerstone Paddle Athletic Club,Social Club,Medium,ai_seed_template_v1
3701,CA,BC,British Columbia,Fraser Valley Drop Shot League,Competitive Training Club,Large,ai_seed_template_v1
3702,CA,MB,Manitoba,Prairie North Dink Association,Public Park Club,Tiny,ai_seed_template_v1
3703,CA,MB,Manitoba,Manitoba Lakes Kitchen League,Private Athletic Club,Small,ai_seed_template_v1
3704,CA,MB,Manitoba,Manitoba Lakes Paddle Club,Retirement Community Club,Small,ai_seed_template_v1
3705,CA,MB,Manitoba,Lakeside Paddle Racquet & Paddle Club,League Organization,Medium,ai_seed_template_v1
3706,CA,MB,Manitoba,Home Court Rec Club,Community Recreation Club,Tiny,ai_seed_template_v1
3707,CA,MB,Manitoba,Winnipeg Pickleball Center,Tournament Club,Small,ai_seed_template_v1
3708,CA,MB,Manitoba,Uptown Center,Community Recreation Club,Tiny,ai_seed_template_v1
3709,CA,MB,Manitoba,Highland Pickleball Racquet & Paddle Club,Retirement Community Club,Tiny,ai_seed_template_v1
3710,CA,MB,Manitoba,Prairie North Smash Society,Tournament Club,Small,ai_seed_template_v1
3711,CA,MB,Manitoba,Match Point Lob Community,Tournament Club,Small,ai_seed_template_v1
3712,CA,MB,Manitoba,Eastside Paddle League,Tournament Club,Small,ai_seed_template_v1
3713,CA,MB,Manitoba,Keystone Rally Rec Club,Competitive Training Club,Small,ai_seed_template_v1
3714,CA,MB,Manitoba,Prairie North Association,Social Club,Medium,ai_seed_template_v1
3715,CA,MB,Manitoba,Winnipeg Center,Indoor Facility Club,Small,ai_seed_template_v1
3716,CA,NB,New Brunswick,Maritime Dink Society,League Organization,Tiny,ai_seed_template_v1
3717,CA,NB,New Brunswick,Fredericton Smash Crew,Public Park Club,Large,ai_seed_template_v1
3718,CA,NB,New Brunswick,Community League,Tournament Club,Medium,ai_seed_template_v1
3719,CA,NB,New Brunswick,Acadian Coast Net Association,Public Park Club,Tiny,ai_seed_template_v1
3720,CA,NB,New Brunswick,Miramichi Rally Association,Public Park Club,Tiny,ai_seed_template_v1
3721,CA,NB,New Brunswick,Golden Paddle Rec Club,Private Athletic Club,Medium,ai_seed_template_v1
3722,CA,NB,New Brunswick,Golden Paddle Pickleball Club,Community Recreation Club,Large,ai_seed_template_v1
3723,CA,NB,New Brunswick,Premier Pickleball Club,Community Recreation Club,Medium,ai_seed_template_v1
3724,CA,NL,Newfoundland and Labrador,Pacesetter Pickleball Club,Indoor Facility Club,Medium,ai_seed_template_v1
3725,CA,NL,Newfoundland and Labrador,Newfoundland Paddle Collective,Competitive Training Club,Small,ai_seed_template_v1
3726,CA,NL,Newfoundland and Labrador,Northside Dink Society,Indoor Facility Club,Tiny,ai_seed_template_v1
3727,CA,NL,Newfoundland and Labrador,Next Point Academy,League Organization,Small,ai_seed_template_v1
3728,CA,NL,Newfoundland and Labrador,Next Point Third Shot Society,Indoor Facility Club,Medium,ai_seed_template_v1
3729,CA,NS,Nova Scotia,Nova Scotia Association,Community Recreation Club,Small,ai_seed_template_v1
3730,CA,NS,Nova Scotia,Pacesetter Pickleball Club,Indoor Facility Club,Tiny,ai_seed_template_v1
3731,CA,NS,Nova Scotia,Halifax Rally Crew,League Organization,Tiny,ai_seed_template_v1
3732,CA,NS,Nova Scotia,Halifax Dink Pickleball Club,League Organization,Small,ai_seed_template_v1
3733,CA,NS,Nova Scotia,Annapolis Valley Pickleball Center,League Organization,Medium,ai_seed_template_v1
3734,CA,NS,Nova Scotia,Cape Breton Rally Society,Retirement Community Club,Small,ai_seed_template_v1
3735,CA,NS,Nova Scotia,Prime Time Pickleball League,League Organization,Tiny,ai_seed_template_v1
3736,CA,NS,Nova Scotia,Halifax Court Center,Tournament Club,Tiny,ai_seed_template_v1
3737,CA,NS,Nova Scotia,Match Point Pickleball Club,Public Park Club,Large,ai_seed_template_v1
3738,CA,NS,Nova Scotia,Cape Breton Baseline Academy,Social Club,Tiny,ai_seed_template_v1
3739,CA,NS,Nova Scotia,Next Point Baseline Racquet & Paddle Club,Private Athletic Club,Small,ai_seed_template_v1
3740,CA,NS,Nova Scotia,Downtown Rally Crew,Private Athletic Club,Tiny,ai_seed_template_v1
3741,CA,NT,Northwest Territories,Mackenzie Rally Society,Social Club,Small,ai_seed_template_v1
3742,CA,NU,Nunavut,Nunavut Paddle Pickleball Club,Tournament Club,Tiny,ai_seed_template_v1
3743,CA,ON,Ontario,Pacesetter Smash Center,Social Club,Tiny,ai_seed_template_v1
3744,CA,ON,Ontario,Southside Court Society,League Organization,Small,ai_seed_template_v1
3745,CA,ON,Ontario,Central Rally Athletic Club,Private Athletic Club,Medium,ai_seed_template_v1
3746,CA,ON,Ontario,Muskoka Court Paddle Club,Public Park Club,Tiny,ai_seed_template_v1
3747,CA,ON,Ontario,Muskoka Court League,Tournament Club,Small,ai_seed_template_v1
3748,CA,ON,Ontario,Ottawa Valley Society,Retirement Community Club,Small,ai_seed_template_v1
3749,CA,ON,Ontario,Community Drop Shot Racquet & Paddle Club,Tournament Club,Medium,ai_seed_template_v1
3750,CA,ON,Ontario,Ottawa Valley Pickleball Athletic Club,Tournament Club,Small,ai_seed_template_v1
3751,CA,ON,Ontario,Downtown Rally Association,Tournament Club,Small,ai_seed_template_v1
3752,CA,ON,Ontario,Ontario Pickleball Athletic Club,Social Club,Tiny,ai_seed_template_v1
3753,CA,ON,Ontario,Golden Horseshoe Paddle Pickleball Club,Retirement Community Club,Tiny,ai_seed_template_v1
3754,CA,ON,Ontario,Next Point Athletic Club,League Organization,Medium,ai_seed_template_v1
3755,CA,ON,Ontario,Niagara Community,Public Park Club,Small,ai_seed_template_v1
3756,CA,ON,Ontario,Prime Time Society,Retirement Community Club,Small,ai_seed_template_v1
3757,CA,ON,Ontario,Golden Horseshoe Pickleball Rec Club,Competitive Training Club,Small,ai_seed_template_v1
3758,CA,ON,Ontario,Prime Time Pickleball Club,Public Park Club,Small,ai_seed_template_v1
